TABLE NO.  4: MCMC Bayesian Analysis (No Prior): Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9909  1.66084E+00  1.54229E+00  7.24723E-01  2.37377E+00  5.32737E-02  1.64804E-01 -4.13908E-02  1.96090E-01  1.10885E-02 -6.71331E-02  1.36940E-01 -5.96261E-02  4.67044E-02 -2.22014E-02  1.60217E-01   -2408.2797960549424
        -9908  1.68601E+00  1.48354E+00  7.13025E-01  2.34063E+00  5.82554E-02  1.51467E-01 -1.35842E-02  1.75640E-01 -8.99935E-04 -6.56026E-02  1.58421E-01 -3.90605E-02 -1.27502E-02 -4.15201E-03  1.64655E-01   -2387.9502595172753
        -9907  1.60688E+00  1.53484E+00  6.65090E-01  2.34038E+00  5.40871E-02  1.54563E-01  2.49309E-03  1.80456E-01 -5.23310E-04 -2.50657E-02  1.10800E-01 -2.66584E-02  3.25912E-04 -1.68472E-02  1.45265E-01   -2433.9422956932235
        -9906  1.55745E+00  1.51861E+00  6.89103E-01  2.34097E+00  4.91751E-02  1.47344E-01 -1.11196E-02  1.38725E-01  1.24483E-02 -6.16768E-02  1.57592E-01 -1.22469E-02  4.99108E-03 -1.15445E-02  1.38202E-01   -2431.2543959868126
        -9905  1.66133E+00  1.50920E+00  6.34985E-01  2.39469E+00  5.08176E-02  1.68468E-01 -1.54834E-02  1.62167E-01 -3.84761E-03 -2.69784E-02  1.37921E-01 -2.38694E-02  6.65766E-03  4.21651E-03  1.06512E-01   -2435.3186018307115
        -9904  1.59049E+00  1.51794E+00  7.06706E-01  2.35272E+00  4.99905E-02  1.39555E-01 -9.87729E-03  1.62152E-01 -4.54047E-03 -5.10259E-02  1.40125E-01 -2.19205E-02 -9.61159E-03  7.35270E-03  1.46917E-01   -2397.3219179172957
        -9903  1.58311E+00  1.49109E+00  7.34418E-01  2.29178E+00  5.06483E-02  1.65085E-01 -2.96527E-02  1.49435E-01  9.86306E-03 -4.07331E-02  1.27917E-01 -2.83674E-02  1.97117E-02 -1.83767E-03  1.33511E-01   -2413.5923456172486
        -9902  1.62721E+00  1.53740E+00  6.34459E-01  2.27567E+00  5.58838E-02  1.94542E-01 -2.03504E-02  1.64723E-01  1.02412E-02 -3.91713E-02  1.42384E-01 -2.61143E-02  1.87188E-02  4.47302E-03  1.12726E-01   -2415.0311162181529
        -9901  1.56988E+00  1.53690E+00  6.50729E-01  2.38436E+00  5.19244E-02  1.65938E-01 -1.17687E-02  1.87580E-01 -3.11125E-02 -5.46503E-02  1.80013E-01 -6.02746E-03 -6.56078E-03 -1.29261E-03  9.97432E-02   -2419.5671835353514
        -9900  1.56620E+00  1.57326E+00  6.91169E-01  2.28565E+00  6.11021E-02  1.95205E-01 -1.07815E-03  1.53876E-01  4.56148E-03 -4.07381E-02  1.26998E-01 -2.47218E-02  9.10132E-03  5.94681E-03  1.26460E-01   -2420.3262183011511
        -9899  1.64503E+00  1.55482E+00  7.08188E-01  2.32156E+00  5.04395E-02  1.40906E-01 -1.54204E-02  1.77532E-01 -9.68778E-03 -4.70094E-02  9.41353E-02 -2.59106E-02 -3.21618E-03  1.84469E-02  1.20862E-01   -2354.4126889552404
        -9898  1.63561E+00  1.52362E+00  6.69785E-01  2.30348E+00  7.13132E-02  1.24908E-01  3.71413E-03  1.82553E-01 -1.39214E-03 -5.88080E-02  1.41267E-01 -2.96021E-02  2.14664E-02 -1.40805E-02  1.41723E-01   -2362.3577047993726
        -9897  1.63693E+00  1.48784E+00  6.55294E-01  2.31312E+00  5.84420E-02  1.80185E-01 -4.26469E-03  1.76602E-01 -4.10966E-03 -1.61285E-02  1.12384E-01  5.95900E-03 -1.22915E-02  4.80768E-03  1.69083E-01   -2337.9946418288309
        -9896  1.63351E+00  1.55652E+00  7.21660E-01  2.35417E+00  6.06386E-02  1.51050E-01  1.20920E-02  1.85639E-01 -3.96240E-03 -1.55106E-02  1.05905E-01 -2.49306E-02  2.92901E-02  1.12203E-03  1.81252E-01   -2367.3216056161991
        -9895  1.66551E+00  1.52894E+00  7.35953E-01  2.28313E+00  5.50226E-02  1.79854E-01 -3.11702E-03  1.42229E-01 -1.09376E-02 -1.26631E-02  9.80251E-02 -3.57977E-02  1.87349E-02 -1.85662E-02  1.41499E-01   -2403.3762977434899
        -9894  1.58632E+00  1.47862E+00  7.29363E-01  2.30887E+00  5.40076E-02  1.98501E-01  1.76819E-03  2.16032E-01 -4.10511E-02 -2.46842E-02  1.27702E-01 -3.78324E-02  3.14799E-02 -4.91890E-03  2.28643E-01   -2375.1811931143293
        -9893  1.64290E+00  1.52473E+00  7.01375E-01  2.29444E+00  5.61035E-02  2.23179E-01  5.60009E-02  2.00754E-01  1.57619E-02  1.05565E-02  1.47499E-01 -5.49107E-02  2.40816E-02 -1.80380E-02  2.29464E-01   -2362.8461517402611
        -9892  1.56434E+00  1.48038E+00  6.83313E-01  2.19502E+00  5.79887E-02  1.28918E-01  3.97043E-03  2.01450E-01 -3.36552E-02 -1.35753E-02  1.47913E-01  1.85603E-03  3.95769E-02 -2.42983E-02  1.60665E-01   -2332.3881379440313
        -9891  1.68191E+00  1.57372E+00  6.39526E-01  2.32790E+00  5.49252E-02  1.59050E-01 -1.33893E-02  1.97482E-01  1.19826E-02  7.99578E-03  1.49778E-01 -1.00595E-02  3.82050E-02  5.78223E-02  2.09642E-01   -2389.0159684762184
        -9890  1.60266E+00  1.63528E+00  7.50136E-01  2.36829E+00  4.65500E-02  1.81386E-01 -5.34099E-02  1.75343E-01  1.49580E-02 -2.38717E-02  1.30668E-01 -7.80396E-02  4.80845E-02 -3.20143E-02  2.05695E-01   -2430.7197276732413
        -9889  1.55944E+00  1.55051E+00  7.08690E-01  2.37746E+00  5.04121E-02  1.59735E-01 -2.62735E-02  1.33908E-01  5.43954E-03 -8.00200E-03  1.06641E-01 -3.31386E-02  6.82694E-03 -1.27224E-02  1.77925E-01   -2402.7769151485199
        -9888  1.63857E+00  1.54713E+00  7.43354E-01  2.33531E+00  4.88366E-02  1.80310E-01 -3.23350E-02  1.32692E-01 -8.23324E-03 -1.01312E-02  1.43311E-01 -6.64509E-02  3.95919E-03  4.85011E-02  1.93831E-01   -2398.9908923185967
        -9887  1.57745E+00  1.52791E+00  6.67179E-01  2.33259E+00  5.37494E-02  2.01391E-01 -1.28696E-02  1.67351E-01  6.77531E-03 -1.82340E-02  1.34718E-01 -9.78699E-02  5.90047E-02  8.58574E-03  2.32295E-01   -2390.0403425870377
        -9886  1.61330E+00  1.55640E+00  7.04826E-01  2.32593E+00  5.26543E-02  2.36164E-01 -2.81440E-02  1.48964E-01 -3.28955E-02 -2.39126E-02  1.11947E-01 -2.61524E-02  2.95843E-02  7.65816E-04  1.90311E-01   -2368.8639247777992
        -9885  1.64118E+00  1.59993E+00  7.49032E-01  2.30625E+00  6.25043E-02  2.02331E-01 -5.96667E-03  1.21923E-01 -2.15803E-02 -4.87933E-03  1.12172E-01 -4.60511E-02  9.67239E-03 -2.43307E-03  1.45432E-01   -2359.3379333918670
        -9884  1.70150E+00  1.55378E+00  6.18425E-01  2.33960E+00  5.94750E-02  1.30903E-01 -1.41542E-02  1.92611E-01 -2.10464E-02 -9.68765E-04  1.00628E-01 -3.85605E-02  4.76433E-02  6.06373E-03  1.68581E-01   -2361.6421556999371
        -9883  1.66359E+00  1.49749E+00  7.44413E-01  2.37289E+00  5.87700E-02  1.26280E-01 -6.64767E-03  1.92895E-01 -1.14686E-02  3.88072E-03  1.11585E-01 -1.94657E-02  1.26020E-02  1.97956E-02  1.65776E-01   -2355.7376258802806
        -9882  1.66694E+00  1.54238E+00  7.88444E-01  2.34373E+00  6.78159E-02  1.46081E-01 -5.42689E-03  1.93248E-01 -3.28415E-02 -8.27248E-03  9.53535E-02 -1.97177E-02  3.11192E-02  1.71739E-02  1.63837E-01   -2342.7473948341080
        -9881  1.60701E+00  1.53269E+00  7.37529E-01  2.35379E+00  5.76208E-02  1.72062E-01  1.69472E-02  1.59240E-01 -2.42869E-02 -1.21055E-02  1.27902E-01 -3.47535E-02  2.32761E-03  5.06767E-02  1.69779E-01   -2358.0836501338190
        -9880  1.70753E+00  1.47527E+00  7.68318E-01  2.39755E+00  6.29938E-02  1.69619E-01  6.04823E-03  1.90586E-01 -4.60594E-02 -3.60039E-03  1.08837E-01 -7.15927E-02  1.24471E-02  1.54825E-02  1.68525E-01   -2357.1306404752117
        -9879  1.64158E+00  1.54792E+00  7.48312E-01  2.37443E+00  6.97588E-02  1.62710E-01 -1.67857E-02  1.35748E-01 -3.06127E-02 -2.18664E-03  1.05028E-01 -5.41894E-02  1.53389E-02  1.64840E-02  1.76959E-01   -2352.9470709943062
        -9878  1.62027E+00  1.58960E+00  7.47692E-01  2.31271E+00  7.09162E-02  2.02372E-01  1.99522E-02  1.24410E-01 -5.50263E-02 -2.43135E-02  1.12641E-01 -3.92723E-02  2.57059E-03  1.90648E-02  1.35533E-01   -2361.5777143852797
        -9877  1.69851E+00  1.54233E+00  7.68570E-01  2.31696E+00  6.67852E-02  1.91912E-01  3.18731E-02  1.72760E-01 -3.68076E-02 -8.03030E-03  1.13816E-01 -7.51493E-02  5.30321E-03 -1.46463E-04  1.47592E-01   -2361.0451005433333
        -9876  1.60308E+00  1.53158E+00  7.55269E-01  2.30581E+00  6.48882E-02  1.90893E-01 -2.47399E-03  1.78827E-01 -3.58483E-02 -1.78975E-02  1.20380E-01 -3.41125E-02  1.36095E-02 -8.29707E-03  1.19149E-01   -2342.4657589755584
        -9875  1.69859E+00  1.58175E+00  7.31641E-01  2.38863E+00  7.51775E-02  1.24827E-01 -1.10841E-02  1.09716E-01 -1.87945E-02 -3.84865E-03  1.16579E-01 -2.82652E-02  1.08269E-02 -2.44531E-02  1.21028E-01   -2326.9487407129718
        -9874  1.63676E+00  1.56780E+00  8.44353E-01  2.34474E+00  7.29656E-02  1.37716E-01  7.28510E-03  1.04718E-01 -3.96735E-02 -1.08455E-02  1.42494E-01 -3.28747E-02  6.23222E-03 -3.85330E-03  1.32916E-01   -2343.1050705611115
        -9873  1.60656E+00  1.55702E+00  7.50294E-01  2.31561E+00  6.88732E-02  1.71974E-01 -1.41373E-02  1.28620E-01 -2.62487E-02 -1.39890E-02  9.07405E-02 -6.30219E-02  8.17893E-03  2.00898E-02  1.41642E-01   -2354.2498807651409
        -9872  1.69454E+00  1.59695E+00  7.78962E-01  2.30043E+00  6.77925E-02  1.37055E-01 -3.73586E-02  1.61960E-01 -2.32752E-02 -3.66665E-03  9.53454E-02 -3.57076E-02  2.04923E-02  2.28647E-02  1.27008E-01   -2389.1802702771738
        -9871  1.61425E+00  1.50974E+00  7.35207E-01  2.20926E+00  6.76271E-02  1.35738E-01 -2.47601E-02  1.31630E-01 -4.41458E-02  1.35695E-04  1.08485E-01 -1.99432E-02  3.18217E-02 -3.60490E-03  1.41764E-01   -2375.6917571519602
        -9870  1.65893E+00  1.55940E+00  7.33404E-01  2.28918E+00  6.23783E-02  1.30686E-01 -1.01396E-02  1.33850E-01 -1.66644E-02 -1.36499E-02  9.29172E-02 -2.47145E-02  7.06565E-03  1.78334E-02  1.55061E-01   -2418.5891001883715
        -9869  1.68433E+00  1.50442E+00  7.66486E-01  2.25022E+00  6.05633E-02  1.39703E-01 -2.07214E-02  1.58930E-01 -2.14011E-03 -1.74843E-02  1.20658E-01 -2.19771E-02 -2.81896E-03  1.88356E-02  1.55086E-01   -2397.3959730264510
        -9868  1.61708E+00  1.62519E+00  7.60564E-01  2.33242E+00  6.02804E-02  1.33738E-01 -3.17032E-02  1.51171E-01 -2.78731E-02 -4.36290E-02  1.44344E-01 -4.22328E-02 -1.28221E-02  1.71608E-02  1.51925E-01   -2447.5288365437937
        -9867  1.63900E+00  1.62951E+00  7.96274E-01  2.30109E+00  5.70310E-02  1.48164E-01 -1.25266E-02  1.11837E-01 -3.63763E-02 -2.34121E-02  1.20409E-01 -3.34278E-02  8.89957E-03  1.69926E-02  1.34998E-01   -2437.1751834892589
        -9866  1.64714E+00  1.55522E+00  8.42710E-01  2.36743E+00  5.67400E-02  1.05803E-01 -2.64368E-03  1.31484E-01 -9.56753E-03 -1.61258E-02  9.57770E-02 -3.66813E-02  1.55435E-02  1.51558E-02  1.51484E-01   -2417.8934081604866
        -9865  1.63799E+00  1.57329E+00  7.42423E-01  2.38763E+00  5.68549E-02  1.43359E-01 -1.15086E-02  9.36321E-02 -4.56126E-02  2.42418E-03  1.52917E-01 -4.49920E-02  1.52954E-02  3.35244E-02  1.62110E-01   -2402.0769945894012
        -9864  1.62507E+00  1.59287E+00  7.85288E-01  2.31678E+00  6.65543E-02  2.10060E-01 -1.78455E-02  9.00627E-02 -3.42191E-02 -1.07855E-02  1.30197E-01 -2.71233E-02 -7.22869E-03  4.54088E-02  2.27730E-01   -2362.6644156779221
        -9863  1.55725E+00  1.61328E+00  8.33853E-01  2.41359E+00  6.03221E-02  1.62937E-01 -2.83649E-02  1.04623E-01 -2.93205E-02 -1.12079E-02  1.24209E-01 -4.43640E-02  1.72347E-02 -5.28197E-03  1.66571E-01   -2348.7846256490552
        -9862  1.65676E+00  1.56410E+00  6.76142E-01  2.41197E+00  6.21528E-02  1.66486E-01 -3.75547E-02  1.07293E-01 -6.72469E-03 -4.17136E-03  9.85086E-02 -5.21156E-02 -2.32686E-02  7.69246E-03  1.93277E-01   -2311.3205720989763
        -9861  1.64456E+00  1.54203E+00  7.24596E-01  2.37280E+00  7.10296E-02  1.29352E-01 -4.02385E-02  1.22316E-01  3.08815E-02 -2.29430E-02  1.79227E-01 -7.81502E-03 -1.22271E-02 -1.46287E-02  2.04674E-01   -2308.0778752111573
        -9860  1.58716E+00  1.55586E+00  7.52316E-01  2.40263E+00  5.66003E-02  1.72110E-01 -3.18187E-02  1.10339E-01  1.35580E-02 -3.95467E-02  1.48717E-01 -3.51789E-02 -4.60365E-03  6.91241E-03  1.59191E-01   -2352.6694826673893
        -9859  1.67928E+00  1.53195E+00  7.20176E-01  2.31570E+00  5.68929E-02  1.93517E-01 -1.10366E-02  1.28654E-01 -9.46564E-03 -4.58206E-04  1.66173E-01 -6.61905E-02 -2.12396E-03  2.00158E-02  1.81485E-01   -2358.7358686894768
        -9858  1.62135E+00  1.57973E+00  8.13921E-01  2.42426E+00  5.87281E-02  1.58474E-01 -2.93600E-02  1.06711E-01 -3.24428E-03 -1.47889E-02  1.44602E-01 -6.03897E-02  2.35713E-02  2.46442E-02  1.54720E-01   -2378.4903888342988
        -9857  1.65191E+00  1.55432E+00  7.90206E-01  2.33888E+00  4.86282E-02  1.50194E-01 -2.57448E-02  9.48492E-02  1.55839E-02 -2.50053E-02  1.33207E-01 -1.19405E-02 -1.32914E-02  6.27473E-03  1.63777E-01   -2411.7632846761499
        -9856  1.62572E+00  1.53225E+00  7.79384E-01  2.39531E+00  5.55400E-02  1.68633E-01 -2.79346E-02  1.06888E-01  2.94651E-02 -4.41618E-03  1.32170E-01 -4.07178E-02  2.20727E-03 -4.83159E-03  1.43153E-01   -2393.1346572078787
        -9855  1.61975E+00  1.52182E+00  7.67804E-01  2.30800E+00  6.35218E-02  1.56135E-01 -1.39570E-02  1.00892E-01 -1.79968E-03 -1.91028E-02  1.43787E-01 -2.20245E-02  1.25014E-03  2.19387E-02  1.83547E-01   -2337.2197186358103
        -9854  1.61494E+00  1.55960E+00  7.32637E-01  2.39807E+00  5.60679E-02  1.74949E-01 -3.21256E-02  1.17206E-01  9.02851E-03 -1.02343E-02  1.57761E-01  1.24626E-02 -1.27616E-02  2.62048E-02  1.78327E-01   -2330.8926078276227
        -9853  1.70497E+00  1.46736E+00  8.07964E-01  2.39193E+00  6.77913E-02  1.89879E-01 -2.05344E-02  1.23828E-01 -2.98746E-02 -9.04540E-03  2.02037E-01 -4.50149E-02 -1.03716E-02  4.42197E-02  1.62620E-01   -2300.0940213760441
        -9852  1.66404E+00  1.53041E+00  7.49630E-01  2.33283E+00  6.78591E-02  1.49523E-01  1.52173E-03  1.30343E-01 -3.35129E-02 -1.13892E-02  1.70806E-01 -1.74780E-02 -5.42703E-03  2.75301E-02  1.34686E-01   -2361.3575723699473
        -9851  1.64489E+00  1.46899E+00  7.67119E-01  2.30723E+00  6.80682E-02  1.21352E-01 -1.76568E-02  1.16594E-01 -1.38186E-02  4.11317E-03  1.30147E-01 -8.84377E-03 -1.31547E-02  7.96325E-03  1.14660E-01   -2335.8194773717123
        -9850  1.60690E+00  1.52348E+00  8.16985E-01  2.35339E+00  6.69769E-02  1.32232E-01 -2.49452E-02  1.22166E-01  1.14015E-02 -9.64083E-03  1.59266E-01 -1.94028E-02 -1.11920E-02  6.35327E-02  1.64066E-01   -2305.2006772530535
        -9849  1.55679E+00  1.51393E+00  7.64579E-01  2.39657E+00  7.04659E-02  1.45561E-01 -1.74133E-02  1.23183E-01 -5.95087E-03  1.60949E-02  1.61484E-01 -8.75262E-03  1.80504E-02  2.03537E-02  1.45487E-01   -2333.5902021267530
        -9848  1.65620E+00  1.44795E+00  7.30620E-01  2.35867E+00  6.59987E-02  1.49119E-01 -1.74959E-02  1.63397E-01  6.20557E-03  7.33647E-03  1.63300E-01 -3.94767E-02  3.72328E-03  1.80226E-02  1.41673E-01   -2304.2316278816566
        -9847  1.63247E+00  1.52281E+00  7.22655E-01  2.28589E+00  5.93025E-02  1.56164E-01 -3.40214E-02  1.75757E-01  2.53167E-02 -8.71665E-03  1.60806E-01 -4.83056E-02 -2.58412E-02  1.70814E-02  1.75295E-01   -2346.7039822088991
        -9846  1.58393E+00  1.53393E+00  7.45276E-01  2.36195E+00  5.72957E-02  1.40272E-01 -8.59079E-03  1.86109E-01 -1.47268E-02 -1.15187E-02  1.69039E-01 -2.33400E-02 -6.25227E-03  5.07822E-02  1.73770E-01   -2363.1836802564785
        -9845  1.65440E+00  1.60524E+00  8.33596E-01  2.41539E+00  5.71618E-02  1.77334E-01 -3.49566E-02  1.92732E-01  3.10000E-03 -1.78404E-02  1.76759E-01 -2.87454E-02  1.66845E-02  4.71710E-02  1.54402E-01   -2394.1479920617526
        -9844  1.65683E+00  1.60217E+00  7.52994E-01  2.38102E+00  5.34970E-02  1.54958E-01 -2.67581E-02  1.59044E-01  1.75307E-02 -9.41468E-03  1.37489E-01 -7.06634E-03  2.04301E-02  3.46669E-02  1.50780E-01   -2391.0203243357873
        -9843  1.56232E+00  1.54253E+00  7.38674E-01  2.32362E+00  5.57344E-02  1.89968E-01 -4.26838E-02  1.38187E-01  2.97569E-02  1.06243E-02  1.47289E-01 -1.33365E-02  2.10089E-02 -4.72455E-03  1.33552E-01   -2355.8071824557483
        -9842  1.74508E+00  1.47888E+00  7.23906E-01  2.34607E+00  6.29929E-02  1.40444E-01 -3.19521E-02  1.73904E-01  8.40105E-03  2.05887E-02  1.58142E-01  2.43647E-03 -6.46322E-03  3.14538E-02  1.52872E-01   -2339.1414103119723
        -9841  1.61963E+00  1.48582E+00  7.69570E-01  2.37892E+00  6.32424E-02  1.19257E-01 -2.93065E-02  1.80558E-01 -1.03031E-02 -2.87121E-02  1.44456E-01 -1.98833E-02 -5.69551E-03  3.17054E-02  1.62444E-01   -2390.3526846942341
        -9840  1.64600E+00  1.56308E+00  7.39470E-01  2.39751E+00  5.66907E-02  1.37840E-01 -2.89563E-02  1.52397E-01  5.54269E-03  6.09393E-03  1.41608E-01 -1.82734E-02 -1.28620E-02  1.22547E-02  2.02195E-01   -2334.3654642078827
        -9839  1.68294E+00  1.54266E+00  7.38207E-01  2.33120E+00  6.42107E-02  1.60332E-01 -4.09378E-02  2.11384E-01 -8.65468E-04 -6.17637E-03  1.35857E-01 -2.89378E-02 -2.51400E-02  1.32604E-02  1.72911E-01   -2314.9001962972866
        -9838  1.69638E+00  1.52684E+00  7.98953E-01  2.37699E+00  5.25186E-02  1.85388E-01  8.69691E-04  2.16114E-01 -3.27291E-02 -4.16337E-03  1.65240E-01 -2.69576E-02 -1.66862E-02  1.41440E-02  1.69894E-01   -2355.4249204177690
        -9837  1.67345E+00  1.55476E+00  7.12233E-01  2.32669E+00  5.44087E-02  1.63929E-01 -6.10212E-04  2.60483E-01 -1.06150E-02 -4.60855E-04  1.34572E-01 -2.88967E-02 -2.67947E-02  6.57045E-03  1.49229E-01   -2347.8327976369078
        -9836  1.58026E+00  1.56597E+00  8.23764E-01  2.42087E+00  5.72996E-02  1.35136E-01 -1.29969E-02  1.93103E-01  2.63930E-04  2.44357E-02  1.23528E-01 -3.25458E-02 -2.92701E-02  5.23574E-03  1.92660E-01   -2332.4035847781747
        -9835  1.66292E+00  1.55629E+00  7.46526E-01  2.40930E+00  5.98138E-02  1.59338E-01 -2.53917E-02  1.65939E-01  1.41460E-02 -3.25235E-02  1.14035E-01  2.11627E-02  1.90148E-02 -2.34497E-02  1.86753E-01   -2305.4989971494956
        -9834  1.67444E+00  1.51794E+00  8.24346E-01  2.36095E+00  5.80734E-02  1.23164E-01  1.31913E-03  2.00153E-01 -6.61906E-03 -1.35524E-02  1.13649E-01 -3.64983E-02  6.29288E-03 -1.84817E-03  1.69533E-01   -2369.6534841466846
        -9833  1.64207E+00  1.52301E+00  8.31902E-01  2.37563E+00  5.92341E-02  1.63590E-01 -6.95159E-03  1.84074E-01 -4.56659E-03 -3.28819E-02  1.04098E-01 -2.57708E-02  1.62992E-02 -5.25461E-03  1.49175E-01   -2389.1152630428560
        -9832  1.68585E+00  1.67468E+00  8.05888E-01  2.36265E+00  5.76686E-02  1.84621E-01 -3.03001E-02  1.66253E-01  1.63451E-02 -1.95451E-02  1.48390E-01 -3.17526E-02  1.59201E-02 -9.66385E-04  1.50576E-01   -2367.9127932007709
        -9831  1.67198E+00  1.58675E+00  7.50522E-01  2.37360E+00  6.08005E-02  1.60355E-01  3.45117E-03  1.77351E-01  3.49737E-03 -9.81652E-03  1.42661E-01 -8.79271E-03 -1.23254E-02  1.01623E-02  1.42771E-01   -2398.7774151718882
        -9830  1.68645E+00  1.54208E+00  7.55741E-01  2.33033E+00  5.15032E-02  1.78971E-01  6.11450E-03  1.54857E-01  3.74550E-02  2.66068E-02  1.26174E-01 -1.62615E-02  7.20695E-03  9.00005E-04  1.52721E-01   -2380.6533518737051
        -9829  1.60927E+00  1.49267E+00  7.37135E-01  2.32272E+00  5.95489E-02  1.75376E-01 -2.35542E-02  1.79697E-01  3.35491E-02 -2.62879E-02  1.44195E-01 -3.49068E-02 -2.84543E-02  1.99744E-02  2.23615E-01   -2349.7160047979432
        -9828  1.65873E+00  1.62630E+00  6.96249E-01  2.33369E+00  5.77655E-02  1.71084E-01 -4.36427E-02  1.45829E-01  3.28231E-02 -2.67426E-02  1.75285E-01 -1.03606E-02 -7.71993E-03  3.69378E-02  2.35558E-01   -2286.2537440480755
        -9827  1.60206E+00  1.60888E+00  8.03550E-01  2.37934E+00  6.92270E-02  1.68202E-01 -2.74411E-03  1.65744E-01 -2.41495E-02 -2.03212E-02  1.43992E-01 -3.58397E-02  5.00622E-02  3.27964E-02  2.11884E-01   -2253.4900798406916
        -9826  1.60377E+00  1.57942E+00  7.88229E-01  2.31159E+00  6.57826E-02  1.63878E-01  2.74812E-02  1.55557E-01  1.15146E-02 -1.19174E-02  1.77911E-01 -1.19495E-03  2.67125E-02  2.01104E-02  1.54508E-01   -2314.9834663789534
        -9825  1.72826E+00  1.69003E+00  7.23311E-01  2.35720E+00  5.28210E-02  1.68523E-01 -4.09667E-02  1.59928E-01  4.25208E-02 -8.35126E-03  1.38433E-01  6.94869E-03 -1.34320E-02  2.35952E-02  1.68310E-01   -2341.1014483921986
        -9824  1.61010E+00  1.61028E+00  6.95578E-01  2.31253E+00  5.83979E-02  1.48067E-01 -4.55000E-02  1.66498E-01  1.51326E-02 -1.33238E-02  1.45457E-01  1.86300E-02 -3.24422E-02  4.54597E-02  2.01536E-01   -2376.1766509658987
        -9823  1.63405E+00  1.59434E+00  7.59581E-01  2.43096E+00  5.72858E-02  1.65080E-01 -2.06411E-02  1.20898E-01  1.68119E-02 -2.56423E-02  1.67111E-01 -2.31378E-02 -2.30135E-02  7.83344E-02  2.17148E-01   -2350.5838685986582
        -9822  1.63867E+00  1.64824E+00  7.29931E-01  2.33348E+00  5.96448E-02  1.53248E-01 -3.04782E-02  1.23868E-01  2.21035E-02 -3.01943E-02  1.67245E-01 -5.24697E-02 -1.38988E-02  2.44852E-03  1.72638E-01   -2355.4457226452027
        -9821  1.64803E+00  1.59301E+00  7.47434E-01  2.34383E+00  5.94047E-02  1.31646E-01 -2.41292E-02  1.09823E-01  5.76057E-03 -3.23526E-02  1.93404E-01 -2.37393E-02 -9.19797E-03  6.55457E-04  1.60668E-01   -2370.1275747637824
        -9820  1.66996E+00  1.66021E+00  6.48261E-01  2.29536E+00  6.12279E-02  1.60381E-01 -5.45124E-02  1.66735E-01 -9.26576E-03 -4.40251E-02  1.77405E-01 -4.31799E-02  1.44698E-03  3.59128E-02  1.80961E-01   -2377.3893054370155
        -9819  1.64636E+00  1.58343E+00  7.92214E-01  2.27714E+00  6.19812E-02  1.49527E-01 -2.02220E-02  1.32977E-01  3.59392E-02 -2.31309E-02  1.34119E-01 -1.87537E-02 -2.80988E-02  1.75261E-03  1.47347E-01   -2371.4871240573398
        -9818  1.65087E+00  1.58827E+00  7.31030E-01  2.33615E+00  6.50224E-02  1.37730E-01 -1.71625E-02  1.17323E-01  1.48958E-02 -1.92353E-02  1.26369E-01 -2.80295E-02 -3.11636E-02  2.53635E-02  1.34606E-01   -2389.4169761258509
        -9817  1.71685E+00  1.50564E+00  7.10993E-01  2.31270E+00  6.62195E-02  1.85121E-01  2.09329E-03  1.12481E-01  3.22441E-02 -1.54118E-02  1.62196E-01 -1.85189E-02 -1.79589E-02  1.34956E-02  1.49498E-01   -2302.9989246496375
        -9816  1.60162E+00  1.59867E+00  6.58000E-01  2.34065E+00  7.06283E-02  2.46077E-01 -4.11990E-02  1.38652E-01  7.84246E-02 -5.40125E-02  1.59330E-01 -4.03542E-02 -2.13048E-02  2.70133E-02  1.55735E-01   -2333.3126337687509
        -9815  1.63972E+00  1.55652E+00  6.87755E-01  2.35654E+00  6.59790E-02  1.45526E-01 -5.58147E-03  1.24325E-01  2.27660E-02 -3.97805E-02  1.38938E-01 -3.06947E-02 -4.12580E-03  2.74036E-03  1.37374E-01   -2330.5173765179220
        -9814  1.61778E+00  1.65434E+00  6.62338E-01  2.40808E+00  5.82127E-02  1.38041E-01 -1.39041E-02  1.46697E-01  4.34518E-02 -3.27354E-02  1.45806E-01 -9.08941E-03  7.81145E-03  3.79332E-03  1.42373E-01   -2305.7543028589125
        -9813  1.58964E+00  1.66820E+00  7.31516E-01  2.32920E+00  7.14194E-02  1.79552E-01  8.45197E-03  1.56558E-01  2.25346E-02 -2.24855E-02  1.44802E-01 -1.10466E-02  3.35485E-02 -6.38753E-03  1.68343E-01   -2273.2690281881783
        -9812  1.63055E+00  1.65347E+00  7.04739E-01  2.34447E+00  6.15543E-02  1.64769E-01 -1.06247E-03  1.45372E-01  5.32031E-02 -5.82737E-02  1.52162E-01 -2.96271E-02  7.69865E-03 -1.45808E-02  1.34710E-01   -2321.5892156210289
        -9811  1.69797E+00  1.55417E+00  7.97105E-01  2.32058E+00  5.84155E-02  1.61848E-01  7.55721E-03  1.13749E-01  5.38809E-02 -2.36372E-03  1.47985E-01 -8.73061E-03 -3.49916E-03 -8.91358E-03  1.37006E-01   -2341.3038475625117
